Year,QTR,Region,Crown_Court_Centre,REC_TYPE_pub,newofftype_pub,ho_code,N_receipts,N_receipts_Exc_BW,N_outstanding
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,05911,1,1,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,07810,3,2,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,07901,1,1,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,07902,4,4,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,08414,1,1,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,08415,1,1,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,08507,1,1,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,08602,6,6,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,08612,1,1,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,08614,1,1,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,09873,1,1,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,09909,3,3,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,09999,1,1,
2017,3,South East,Lewes,1. CT (TEW),09. Miscellaneous crimes against society,80200,4,2,
2017,3,South East,Lewes,1. CT (TEW),10. Fraud Offences,05106,1,1,
2017,3,South East,Lewes,1. CT (TEW),10. Fraud Offences,05340,5,5,
2017,3,South East,Lewes,1. CT (TEW),10. Fraud Offences,05342,1,1,
2017,3,South East,Lewes,1. CT (TEW),10. Fraud Offences,05343,0,0,
2017,3,South East,Lewes,1. CT (TEW),11. Summary Non-Motoring,10107,1,1,
2017,3,South East,Lewes,1. CT (TEW),11. Summary Non-Motoring,19599,1,1,
2017,3,South East,Lewes,1. CT (TEW),15. Unknown,,9,9,
2017,3,South East,Lewes,2. ST (IND),01. Violence against the person,00101,2,2,
2017,3,South East,Lewes,2. ST (IND),01. Violence against the person,00200,2,2,
2017,3,South East,Lewes,2. ST (IND),01. Violence against the person,00301,1,1,
2017,3,South East,Lewes,2. ST (IND),01. Violence against the person,00401,1,1,
2017,3,South East,Lewes,2. ST (IND),01. Violence against the person,00404,2,2,
2017,3,South East,Lewes,2. ST (IND),01. Violence against the person,00501,26,24,
2017,3,South East,Lewes,2. ST (IND),01. Violence against the person,00801,1,1,
2017,3,South East,Lewes,2. ST (IND),01. Violence against the person,00806,1,1,
2017,3,South East,Lewes,2. ST (IND),01. Violence against the person,00867,1,1,
2017,3,South East,Lewes,2. ST (IND),01. Violence against the person,03603,3,3,
2017,3,South East,Lewes,2. ST (IND),02. Sexual offences,01612,1,1,
2017,3,South East,Lewes,2. ST (IND),02. Sexual offences,01626,1,1,
2017,3,South East,Lewes,2. ST (IND),02. Sexual offences,01907,6,6,
2017,3,South East,Lewes,2. ST (IND),02. Sexual offences,01908,14,14,
2017,3,South East,Lewes,2. ST (IND),02. Sexual offences,01911,1,1,
2017,3,South East,Lewes,2. ST (IND),02. Sexual offences,01916,3,3,
2017,3,South East,Lewes,2. ST (IND),02. Sexual offences,02003,0,0,
2017,3,South East,Lewes,2. ST (IND),02. Sexual offences,02206,1,1,
2017,3,South East,Lewes,2. ST (IND),02. Sexual offences,07004,1,1,
2017,3,South East,Lewes,2. ST (IND),03. Robbery,03401,9,9,
2017,3,South East,Lewes,2. ST (IND),03. Robbery,03403,1,1,
2017,3,South East,Lewes,2. ST (IND),04. Theft Offences,02801,1,1,
2017,3,South East,Lewes,2. ST (IND),04. Theft Offences,02803,13,13,
2017,3,South East,Lewes,2. ST (IND),04. Theft Offences,02900,2,2,
2017,3,South East,Lewes,2. ST (IND),04. Theft Offences,03002,1,1,
2017,3,South East,Lewes,2. ST (IND),04. Theft Offences,03500,5,5,
2017,3,South East,Lewes,2. ST (IND),04. Theft Offences,04200,1,1,
2017,3,South East,Lewes,2. ST (IND),04. Theft Offences,04910,1,1,
2017,3,South East,Lewes,2. ST (IND),05. Criminal damage and arson,05601,4,4,
2017,3,South East,Lewes,2. ST (IND),05. Criminal damage and arson,05800,1,1,
2017,3,South East,Lewes,2. ST (IND),06. Drug offences,09230,2,1,
2017,3,South East,Lewes,2. ST (IND),06. Drug offences,09231,6,6,
2017,3,South East,Lewes,2. ST (IND),06. Drug offences,09261,1,1,
2017,3,South East,Lewes,2. ST (IND),06. Drug offences,09270,9,9,
2017,3,South East,Lewes,2. ST (IND),06. Drug offences,09271,4,4,
2017,3,South East,Lewes,2. ST (IND),06. Drug offences,09279,1,1,
2017,3,South East,Lewes,2. ST (IND),07. Possession of weapons,00816,1,1,
2017,3,South East,Lewes,2. ST (IND),07. Possession of weapons,00823,3,3,
2017,3,South East,Lewes,2. ST (IND),07. Possession of weapons,00864,1,1,
2017,3,South East,Lewes,2. ST (IND),07. Possession of weapons,08171,2,2,
2017,3,South East,Lewes,2. ST (IND),09. Miscellaneous crimes against society,00900,1,1,
2017,3,South East,Lewes,2. ST (IND),09. Miscellaneous crimes against society,06138,4,3,
2017,3,South East,Lewes,2. ST (IND),09. Miscellaneous crimes against society,06140,1,1,
2017,3,South East,Lewes,2. ST (IND),09. Miscellaneous crimes against society,06902,2,2,
2017,3,South East,Lewes,2. ST (IND),09. Miscellaneous crimes against society,07901,3,2,
2017,3,South East,Lewes,2. ST (IND),09. Miscellaneous crimes against society,07902,1,1,
2017,3,South East,Lewes,2. ST (IND),09. Miscellaneous crimes against society,08000,1,1,
2017,3,South East,Lewes,2. ST (IND),09. Miscellaneous crimes against society,08602,1,1,
2017,3,South East,Lewes,2. ST (IND),09. Miscellaneous crimes against society,09909,1,1,
2017,3,South East,Lewes,2. ST (IND),15. Unknown,,1,1,
2017,3,South East,Lewes,2. ST (IND),15. Unknown,22299,1,1,
2017,3,South East,Lewes,3. CS (SENT),13. Committed for sentence,S0000,172,166,
2017,3,South East,Lewes,4. A (APP),14. Appeals,A0000,66,66,
2017,3,South East,Luton,1. CT (TEW),01. Violence against the person,00301,2,2,
2017,3,South East,Luton,1. CT (TEW),01. Violence against the person,00501,2,2,
2017,3,South East,Luton,1. CT (TEW),01. Violence against the person,00801,2,1,
2017,3,South East,Luton,1. CT (TEW),01. Violence against the person,00806,5,5,
2017,3,South East,Luton,1. CT (TEW),01. Violence against the person,00831,3,3,
2017,3,South East,Luton,1. CT (TEW),01. Violence against the person,00866,1,1,
2017,3,South East,Luton,1. CT (TEW),01. Violence against the person,00871,1,1,
2017,3,South East,Luton,1. CT (TEW),01. Violence against the person,00872,1,1,
2017,3,South East,Luton,1. CT (TEW),01. Violence against the person,01103,2,2,
2017,3,South East,Luton,1. CT (TEW),02. Sexual offences,02005,4,4,
2017,3,South East,Luton,1. CT (TEW),02. Sexual offences,02006,1,1,
2017,3,South East,Luton,1. CT (TEW),02. Sexual offences,02220,1,1,
2017,3,South East,Luton,1. CT (TEW),02. Sexual offences,07101,1,1,
2017,3,South East,Luton,1. CT (TEW),02. Sexual offences,07307,1,1,
2017,3,South East,Luton,1. CT (TEW),02. Sexual offences,08810,1,1,
2017,3,South East,Luton,1. CT (TEW),03. Robbery,03403,1,1,
2017,3,South East,Luton,1. CT (TEW),04. Theft Offences,02803,5,5,
2017,3,South East,Luton,1. CT (TEW),04. Theft Offences,02900,1,1,
2017,3,South East,Luton,1. CT (TEW),04. Theft Offences,03002,1,1,
2017,3,South East,Luton,1. CT (TEW),04. Theft Offences,03900,1,1,
2017,3,South East,Luton,1. CT (TEW),04. Theft Offences,04600,2,2,
2017,3,South East,Luton,1. CT (TEW),05. Criminal damage and arson,05805,3,3,
2017,3,South East,Luton,1. CT (TEW),06. Drug offences,09221,1,1,
2017,3,South East,Luton,1. CT (TEW),06. Drug offences,09230,5,5,
2017,3,South East,Luton,1. CT (TEW),06. Drug offences,09231,1,1,
2017,3,South East,Luton,1. CT (TEW),06. Drug offences,09250,1,1,
2017,3,South East,Luton,1. CT (TEW),06. Drug offences,09253,1,1,
2017,3,South East,Luton,1. CT (TEW),06. Drug offences,09270,8,8,
2017,3,South East,Luton,1. CT (TEW),06. Drug offences,09271,2,2,
2017,3,South East,Luton,1. CT (TEW),06. Drug offences,09279,0,0,
2017,3,South East,Luton,1. CT (TEW),06. Drug offences,09281,4,4,
2017,3,South East,Luton,1. CT (TEW),07. Possession of weapons,00811,5,5,
2017,3,South East,Luton,1. CT (TEW),07. Possession of weapons,00826,3,3,
2017,3,South East,Luton,1. CT (TEW),07. Possession of weapons,00861,1,1,
2017,3,South East,Luton,1. CT (TEW),07. Possession of weapons,00864,2,2,
2017,3,South East,Luton,1. CT (TEW),07. Possession of weapons,08172,1,1,
2017,3,South East,Luton,1. CT (TEW),08. Public order offences,06500,1,0,
2017,3,South East,Luton,1. CT (TEW),08. Public order offences,06617,1,1,
2017,3,South East,Luton,1. CT (TEW),08. Public order offences,06808,2,2,
2017,3,South East,Luton,1. CT (TEW),09. Miscellaneous crimes against society,03801,2,2,
2017,3,South East,Luton,1. CT (TEW),09. Miscellaneous crimes against society,03802,1,1,
2017,3,South East,Luton,1. CT (TEW),09. Miscellaneous crimes against society,03803,3,3,
2017,3,South East,Luton,1. CT (TEW),09. Miscellaneous crimes against society,06138,1,1,
2017,3,South East,Luton,1. CT (TEW),09. Miscellaneous crimes against society,06903,1,1,
2017,3,South East,Luton,1. CT (TEW),09. Miscellaneous crimes against society,07902,1,1,
2017,3,South East,Luton,1. CT (TEW),09. Miscellaneous crimes against society,08501,1,1,
2017,3,South East,Luton,1. CT (TEW),09. Miscellaneous crimes against society,08602,5,5,
2017,3,South East,Luton,1. CT (TEW),09. Miscellaneous crimes against society,09873,1,1,
2017,3,South East,Luton,1. CT (TEW),09. Miscellaneous crimes against society,09923,2,2,
2017,3,South East,Luton,1. CT (TEW),09. Miscellaneous crimes against society,80200,2,2,
2017,3,South East,Luton,1. CT (TEW),10. Fraud Offences,05333,6,6,
2017,3,South East,Luton,1. CT (TEW),10. Fraud Offences,05340,5,5,
2017,3,South East,Luton,1. CT (TEW),11. Summary Non-Motoring,10423,1,1,
2017,3,South East,Luton,1. CT (TEW),11. Summary Non-Motoring,10501,1,1,
2017,3,South East,Luton,1. CT (TEW),15. Unknown,,2,2,
2017,3,South East,Luton,2. ST (IND),01. Violence against the person,00200,4,4,
2017,3,South East,Luton,2. ST (IND),01. Violence against the person,00404,0,0,
2017,3,South East,Luton,2. ST (IND),01. Violence against the person,00501,15,15,
2017,3,South East,Luton,2. ST (IND),01. Violence against the person,03603,1,1,
2017,3,South East,Luton,2. ST (IND),02. Sexual offences,01907,1,1,
2017,3,South East,Luton,2. ST (IND),02. Sexual offences,01908,1,1,
2017,3,South East,Luton,2. ST (IND),02. Sexual offences,01912,1,1,
2017,3,South East,Luton,2. ST (IND),02. Sexual offences,01916,1,1,
2017,3,South East,Luton,2. ST (IND),02. Sexual offences,01917,2,2,
2017,3,South East,Luton,2. ST (IND),02. Sexual offences,02004,1,1,
2017,3,South East,Luton,2. ST (IND),03. Robbery,03401,13,12,
2017,3,South East,Luton,2. ST (IND),03. Robbery,03402,1,1,
2017,3,South East,Luton,2. ST (IND),04. Theft Offences,02801,2,2,
2017,3,South East,Luton,2. ST (IND),04. Theft Offences,02803,8,8,
2017,3,South East,Luton,2. ST (IND),04. Theft Offences,02900,2,2,
2017,3,South East,Luton,2. ST (IND),04. Theft Offences,03500,1,1,
2017,3,South East,Luton,2. ST (IND),05. Criminal damage and arson,05601,1,1,
2017,3,South East,Luton,2. ST (IND),05. Criminal damage and arson,05805,2,2,
2017,3,South East,Luton,2. ST (IND),06. Drug offences,09230,4,4,
2017,3,South East,Luton,2. ST (IND),06. Drug offences,09271,1,1,
2017,3,South East,Luton,2. ST (IND),07. Possession of weapons,00816,1,1,
2017,3,South East,Luton,2. ST (IND),07. Possession of weapons,00823,2,2,
2017,3,South East,Luton,2. ST (IND),07. Possession of weapons,08172,1,1,
2017,3,South East,Luton,2. ST (IND),08. Public order offences,06698,1,1,
2017,3,South East,Luton,2. ST (IND),09. Miscellaneous crimes against society,03801,1,1,
2017,3,South East,Luton,2. ST (IND),09. Miscellaneous crimes against society,06138,1,1,
2017,3,South East,Luton,2. ST (IND),09. Miscellaneous crimes against society,07901,2,2,
2017,3,South East,Luton,2. ST (IND),09. Miscellaneous crimes against society,07902,1,1,
2017,3,South East,Luton,2. ST (IND),09. Miscellaneous crimes against society,08000,3,3,
2017,3,South East,Luton,2. ST (IND),09. Miscellaneous crimes against society,08001,5,5,
2017,3,South East,Luton,2. ST (IND),09. Miscellaneous crimes against society,09999,1,1,
2017,3,South East,Luton,2. ST (IND),10. Fraud Offences,05340,2,2,
2017,3,South East,Luton,2. ST (IND),10. Fraud Offences,05356,1,1,
2017,3,South East,Luton,2. ST (IND),15. Unknown,,1,1,
2017,3,South East,Luton,2. ST (IND),15. Unknown,00000,1,1,
2017,3,South East,Luton,3. CS (SENT),13. Committed for sentence,S0000,72,72,
2017,3,South East,Luton,4. A (APP),14. Appeals,A0000,35,35,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,00301,3,3,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,00408,1,1,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,00412,3,3,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,00501,8,6,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,00801,8,8,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,00806,22,20,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,00830,2,2,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,00831,1,1,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,00857,1,1,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,00867,3,3,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,00871,1,1,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,00872,2,2,
2017,3,South East,Maidstone,1. CT (TEW),01. Violence against the person,01302,1,1,
2017,3,South East,Maidstone,1. CT (TEW),02. Sexual offences,02005,2,2,
2017,3,South East,Maidstone,1. CT (TEW),02. Sexual offences,02118,1,1,
2017,3,South East,Maidstone,1. CT (TEW),02. Sexual offences,02218,1,1,
2017,3,South East,Maidstone,1. CT (TEW),02. Sexual offences,02220,1,1,
2017,3,South East,Maidstone,1. CT (TEW),02. Sexual offences,02224,1,0,
2017,3,South East,Maidstone,1. CT (TEW),02. Sexual offences,07101,1,1,
2017,3,South East,Maidstone,1. CT (TEW),02. Sexual offences,08809,1,0,
2017,3,South East,Maidstone,1. CT (TEW),03. Robbery,03403,1,1,
2017,3,South East,Maidstone,1. CT (TEW),04. Theft Offences,02803,25,25,
2017,3,South East,Maidstone,1. CT (TEW),04. Theft Offences,03001,1,1,
2017,3,South East,Maidstone,1. CT (TEW),04. Theft Offences,03002,3,2,
2017,3,South East,Maidstone,1. CT (TEW),04. Theft Offences,03900,2,1,
2017,3,South East,Maidstone,1. CT (TEW),04. Theft Offences,04600,3,3,
2017,3,South East,Maidstone,1. CT (TEW),04. Theft Offences,04700,1,1,
2017,3,South East,Maidstone,1. CT (TEW),04. Theft Offences,04801,1,1,
2017,3,South East,Maidstone,1. CT (TEW),05. Criminal damage and arson,05602,1,1,
2017,3,South East,Maidstone,1. CT (TEW),05. Criminal damage and arson,05800,5,4,
2017,3,South East,Maidstone,1. CT (TEW),06. Drug offences,09221,6,6,
2017,3,South East,Maidstone,1. CT (TEW),06. Drug offences,09230,3,3,
2017,3,South East,Maidstone,1. CT (TEW),06. Drug offences,09231,1,1,
2017,3,South East,Maidstone,1. CT (TEW),06. Drug offences,09234,1,1,
2017,3,South East,Maidstone,1. CT (TEW),06. Drug offences,09241,1,1,
2017,3,South East,Maidstone,1. CT (TEW),06. Drug offences,09261,1,1,
2017,3,South East,Maidstone,1. CT (TEW),06. Drug offences,09270,12,11,
2017,3,South East,Maidstone,1. CT (TEW),06. Drug offences,09271,11,11,
2017,3,South East,Maidstone,1. CT (TEW),06. Drug offences,09273,1,1,
2017,3,South East,Maidstone,1. CT (TEW),06. Drug offences,09274,1,1,
2017,3,South East,Maidstone,1. CT (TEW),06. Drug offences,09281,8,7,
2017,3,South East,Maidstone,1. CT (TEW),06. Drug offences,09362,1,1,
2017,3,South East,Maidstone,1. CT (TEW),07. Possession of weapons,00811,0,0,
2017,3,South East,Maidstone,1. CT (TEW),07. Possession of weapons,00826,6,5,
2017,3,South East,Maidstone,1. CT (TEW),07. Possession of weapons,00864,2,2,
2017,3,South East,Maidstone,1. CT (TEW),07. Possession of weapons,08126,1,1,
2017,3,South East,Maidstone,1. CT (TEW),07. Possession of weapons,08177,1,1,
2017,3,South East,Maidstone,1. CT (TEW),08. Public order offences,00855,2,2,
2017,3,South East,Maidstone,1. CT (TEW),08. Public order offences,06601,-3,-3,
2017,3,South East,Maidstone,1. CT (TEW),08. Public order offences,06604,1,1,
2017,3,South East,Maidstone,1. CT (TEW),08. Public order offences,06617,2,2,
2017,3,South East,Maidstone,1. CT (TEW),08. Public order offences,06621,2,2,
2017,3,South East,Maidstone,1. CT (TEW),08. Public order offences,06639,2,2,
2017,3,South East,Maidstone,1. CT (TEW),08. Public order offences,06808,2,2,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,03801,6,6,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,03803,2,2,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,05402,2,2,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,06138,1,1,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,06902,1,1,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,07902,3,3,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,08202,3,3,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,08602,6,6,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,08610,1,1,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,09830,1,1,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,09923,8,8,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,09993,1,1,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,80200,5,4,
2017,3,South East,Maidstone,1. CT (TEW),09. Miscellaneous crimes against society,81403,1,1,
2017,3,South East,Maidstone,1. CT (TEW),10. Fraud Offences,05340,12,12,
2017,3,South East,Maidstone,1. CT (TEW),10. Fraud Offences,05342,1,1,
2017,3,South East,Maidstone,1. CT (TEW),11. Summary Non-Motoring,19599,1,1,
2017,3,South East,Maidstone,1. CT (TEW),15. Unknown,,4,4,
2017,3,South East,Maidstone,2. ST (IND),01. Violence against the person,00101,3,3,
2017,3,South East,Maidstone,2. ST (IND),01. Violence against the person,00302,-2,-2,
2017,3,South East,Maidstone,2. ST (IND),01. Violence against the person,00404,3,3,
2017,3,South East,Maidstone,2. ST (IND),01. Violence against the person,00411,1,1,
2017,3,South East,Maidstone,2. ST (IND),01. Violence against the person,00501,21,16,
2017,3,South East,Maidstone,2. ST (IND),01. Violence against the person,00514,4,4,
2017,3,South East,Maidstone,2. ST (IND),01. Violence against the person,00806,1,1,
2017,3,South East,Maidstone,2. ST (IND),01. Violence against the person,00867,3,3,
2017,3,South East,Maidstone,2. ST (IND),01. Violence against the person,00872,1,1,
2017,3,South East,Maidstone,2. ST (IND),01. Violence against the person,03601,2,0,
2017,3,South East,Maidstone,2. ST (IND),01. Violence against the person,03603,1,1,
2017,3,South East,Maidstone,2. ST (IND),02. Sexual offences,01617,1,1,
2017,3,South East,Maidstone,2. ST (IND),02. Sexual offences,01907,2,2,
2017,3,South East,Maidstone,2. ST (IND),02. Sexual offences,01908,3,3,
2017,3,South East,Maidstone,2. ST (IND),02. Sexual offences,01909,2,2,
2017,3,South East,Maidstone,2. ST (IND),02. Sexual offences,01911,2,2,
2017,3,South East,Maidstone,2. ST (IND),02. Sexual offences,01916,2,2,
2017,3,South East,Maidstone,2. ST (IND),02. Sexual offences,02003,1,0,
2017,3,South East,Maidstone,2. ST (IND),02. Sexual offences,02006,2,2,
2017,3,South East,Maidstone,2. ST (IND),02. Sexual offences,02206,2,2,
2017,3,South East,Maidstone,2. ST (IND),03. Robbery,03401,22,22,
2017,3,South East,Maidstone,2. ST (IND),03. Robbery,03403,1,1,
2017,3,South East,Maidstone,2. ST (IND),04. Theft Offences,02801,6,6,
2017,3,South East,Maidstone,2. ST (IND),04. Theft Offences,02803,9,8,
2017,3,South East,Maidstone,2. ST (IND),04. Theft Offences,02900,4,4,
2017,3,South East,Maidstone,2. ST (IND),04. Theft Offences,03500,1,1,
2017,3,South East,Maidstone,2. ST (IND),05. Criminal damage and arson,05601,2,2,
2017,3,South East,Maidstone,2. ST (IND),05. Criminal damage and arson,05800,3,3,
2017,3,South East,Maidstone,2. ST (IND),06. Drug offences,09270,1,1,
2017,3,South East,Maidstone,2. ST (IND),07. Possession of weapons,00823,2,1,
2017,3,South East,Maidstone,2. ST (IND),07. Possession of weapons,08171,1,1,
2017,3,South East,Maidstone,2. ST (IND),07. Possession of weapons,08172,1,1,
2017,3,South East,Maidstone,2. ST (IND),07. Possession of weapons,08187,1,1,
2017,3,South East,Maidstone,2. ST (IND),08. Public order offences,06601,1,1,
2017,3,South East,Maidstone,2. ST (IND),09. Miscellaneous crimes against society,03801,1,1,
2017,3,South East,Maidstone,2. ST (IND),09. Miscellaneous crimes against society,03803,1,1,
2017,3,South East,Maidstone,2. ST (IND),09. Miscellaneous crimes against society,06138,1,1,
2017,3,South East,Maidstone,2. ST (IND),09. Miscellaneous crimes against society,06902,3,3,
2017,3,South East,Maidstone,2. ST (IND),09. Miscellaneous crimes against society,07901,2,2,
2017,3,South East,Maidstone,2. ST (IND),09. Miscellaneous crimes against society,09877,1,1,
2017,3,South East,Maidstone,2. ST (IND),09. Miscellaneous crimes against society,09999,2,2,
2017,3,South East,Maidstone,2. ST (IND),10. Fraud Offences,05340,2,2,
2017,3,South East,Maidstone,2. ST (IND),15. Unknown,,3,3,
2017,3,South East,Maidstone,3. CS (SENT),13. Committed for sentence,S0000,129,123,
2017,3,South East,Maidstone,4. A (APP),14. Appeals,A0000,30,30,
2017,3,South East,Norwich,1. CT (TEW),01. Violence against the person,00301,2,2,
2017,3,South East,Norwich,1. CT (TEW),01. Violence against the person,00412,2,2,
2017,3,South East,Norwich,1. CT (TEW),01. Violence against the person,00501,2,2,
2017,3,South East,Norwich,1. CT (TEW),01. Violence against the person,00801,3,3,
2017,3,South East,Norwich,1. CT (TEW),01. Violence against the person,00806,9,9,
2017,3,South East,Norwich,1. CT (TEW),01. Violence against the person,00820,2,2,
2017,3,South East,Norwich,1. CT (TEW),01. Violence against the person,00830,1,1,
2017,3,South East,Norwich,1. CT (TEW),01. Violence against the person,00831,3,3,
2017,3,South East,Norwich,1. CT (TEW),01. Violence against the person,00859,1,1,
2017,3,South East,Norwich,1. CT (TEW),01. Violence against the person,01103,1,1,
2017,3,South East,Norwich,1. CT (TEW),02. Sexual offences,02005,1,1,
2017,3,South East,Norwich,1. CT (TEW),02. Sexual offences,02006,1,1,
2017,3,South East,Norwich,1. CT (TEW),02. Sexual offences,02206,1,1,
2017,3,South East,Norwich,1. CT (TEW),02. Sexual offences,02218,1,1,
2017,3,South East,Norwich,1. CT (TEW),02. Sexual offences,07107,1,1,
2017,3,South East,Norwich,1. CT (TEW),02. Sexual offences,08801,1,1,
2017,3,South East,Norwich,1. CT (TEW),02. Sexual offences,08810,1,1,
2017,3,South East,Norwich,1. CT (TEW),04. Theft Offences,02801,2,2,
2017,3,South East,Norwich,1. CT (TEW),04. Theft Offences,02803,6,6,
2017,3,South East,Norwich,1. CT (TEW),04. Theft Offences,03001,1,1,
2017,3,South East,Norwich,1. CT (TEW),04. Theft Offences,03002,4,4,
2017,3,South East,Norwich,1. CT (TEW),04. Theft Offences,03900,3,3,
2017,3,South East,Norwich,1. CT (TEW),04. Theft Offences,04100,2,2,
2017,3,South East,Norwich,1. CT (TEW),04. Theft Offences,04600,3,3,
2017,3,South East,Norwich,1. CT (TEW),04. Theft Offences,04910,2,2,
2017,3,South East,Norwich,1. CT (TEW),05. Criminal damage and arson,05800,1,1,
2017,3,South East,Norwich,1. CT (TEW),05. Criminal damage and arson,05805,7,7,
2017,3,South East,Norwich,1. CT (TEW),06. Drug offences,09221,2,2,
2017,3,South East,Norwich,1. CT (TEW),06. Drug offences,09230,4,4,
2017,3,South East,Norwich,1. CT (TEW),06. Drug offences,09231,1,1,
2017,3,South East,Norwich,1. CT (TEW),06. Drug offences,09233,1,1,
2017,3,South East,Norwich,1. CT (TEW),06. Drug offences,09255,1,1,
2017,3,South East,Norwich,1. CT (TEW),06. Drug offences,09270,7,7,
2017,3,South East,Norwich,1. CT (TEW),06. Drug offences,09271,9,9,
2017,3,South East,Norwich,1. CT (TEW),06. Drug offences,09281,3,3,
2017,3,South East,Norwich,1. CT (TEW),06. Drug offences,09342,-1,-1,
2017,3,South East,Norwich,1. CT (TEW),07. Possession of weapons,00811,1,1,
2017,3,South East,Norwich,1. CT (TEW),07. Possession of weapons,00826,3,3,
2017,3,South East,Norwich,1. CT (TEW),07. Possession of weapons,00864,1,1,
2017,3,South East,Norwich,1. CT (TEW),08. Public order offences,06601,2,2,
2017,3,South East,Norwich,1. CT (TEW),08. Public order offences,06604,1,1,
2017,3,South East,Norwich,1. CT (TEW),08. Public order offences,06617,1,1,
2017,3,South East,Norwich,1. CT (TEW),08. Public order offences,06621,1,1,
2017,3,South East,Norwich,1. CT (TEW),08. Public order offences,06698,12,12,
2017,3,South East,Norwich,1. CT (TEW),08. Public order offences,06808,2,2,
2017,3,South East,Norwich,1. CT (TEW),09. Miscellaneous crimes against society,03801,1,1,
2017,3,South East,Norwich,1. CT (TEW),09. Miscellaneous crimes against society,05402,1,1,
2017,3,South East,Norwich,1. CT (TEW),09. Miscellaneous crimes against society,06905,2,2,
2017,3,South East,Norwich,1. CT (TEW),09. Miscellaneous crimes against society,06906,1,1,
2017,3,South East,Norwich,1. CT (TEW),09. Miscellaneous crimes against society,07902,3,3,
2017,3,South East,Norwich,1. CT (TEW),09. Miscellaneous crimes against society,08602,8,8,
2017,3,South East,Norwich,1. CT (TEW),09. Miscellaneous crimes against society,08610,1,1,
2017,3,South East,Norwich,1. CT (TEW),09. Miscellaneous crimes against society,09873,1,1,
2017,3,South East,Norwich,1. CT (TEW),09. Miscellaneous crimes against society,09923,1,1,
2017,3,South East,Norwich,1. CT (TEW),09. Miscellaneous crimes against society,80200,7,6,
2017,3,South East,Norwich,1. CT (TEW),10. Fraud Offences,05333,2,2,
2017,3,South East,Norwich,1. CT (TEW),10. Fraud Offences,05340,6,6,
2017,3,South East,Norwich,1. CT (TEW),15. Unknown,,1,1,
2017,3,South East,Norwich,2. ST (IND),01. Violence against the person,00101,3,3,
2017,3,South East,Norwich,2. ST (IND),01. Violence against the person,00404,1,1,
2017,3,South East,Norwich,2. ST (IND),01. Violence against the person,00501,10,10,
2017,3,South East,Norwich,2. ST (IND),01. Violence against the person,00867,1,1,
2017,3,South East,Norwich,2. ST (IND),01. Violence against the person,03603,1,1,
2017,3,South East,Norwich,2. ST (IND),02. Sexual offences,01713,1,1,
2017,3,South East,Norwich,2. ST (IND),02. Sexual offences,01907,4,4,
2017,3,South East,Norwich,2. ST (IND),02. Sexual offences,01908,5,4,
